graph_id,vertices,edges,prim_cost,kruskal_cost,prim_ops,kruskal_ops,prim_time,kruskal_time
1,5,7,16,16,28,5,0,089,3,644
2,10,13,32,32,117,9,0,086,0,047
3,20,22,96,96,418,21,0,191,0,072
4,6,8,17,17,40,5,0,029,0,022
5,13,15,46,46,180,13,0,123,0,048
